# Residuals  
# Time       	p_rgh        	k            	epsilon      
450.476      	1.422350e-02	3.178200e-04	1.547210e-04
451.429      	1.440180e-02	3.184840e-04	1.542870e-04
452.381      	1.454360e-02	3.192240e-04	1.539410e-04
453.333      	1.464850e-02	3.200180e-04	1.537820e-04
454.286      	1.478780e-02	3.208660e-04	1.537920e-04
455.238      	1.483750e-02	3.216710e-04	1.538200e-04
456.19       	1.487910e-02	3.228250e-04	1.543460e-04
457.143      	1.492000e-02	3.241170e-04	1.558620e-04
458.095      	1.489100e-02	3.253920e-04	1.575230e-04
459.048      	1.483060e-02	3.265800e-04	1.591080e-04
460          	1.476870e-02	3.276350e-04	1.604800e-04
460.952      	1.463630e-02	3.285660e-04	1.616890e-04
461.905      	1.452710e-02	3.293770e-04	1.627390e-04
462.857      	1.434420e-02	3.300790e-04	1.635780e-04
463.81       	1.422770e-02	3.307010e-04	1.641920e-04
464.762      	1.404760e-02	3.312370e-04	1.646620e-04
465.714      	1.382660e-02	3.316930e-04	1.649160e-04
466.667      	1.362950e-02	3.320930e-04	1.649670e-04
467.619      	1.343980e-02	3.324650e-04	1.648530e-04
468.571      	1.323010e-02	3.328340e-04	1.646530e-04
469.524      	1.298330e-02	3.331900e-04	1.643910e-04
470.476      	1.278840e-02	3.335810e-04	1.640890e-04
471.429      	1.255230e-02	3.339240e-04	1.637500e-04
472.381      	1.228200e-02	3.342290e-04	1.634030e-04
473.333      	1.203040e-02	3.348290e-04	1.629970e-04
474.286      	1.191280e-02	3.351500e-04	1.626950e-04
475.238      	1.168020e-02	3.357910e-04	1.623380e-04
476.19       	1.142930e-02	3.363960e-04	1.620490e-04
477.143      	1.181660e-02	3.370550e-04	1.618600e-04
478.095      	1.219980e-02	3.376960e-04	1.617860e-04
479.048      	1.237670e-02	3.382780e-04	1.616560e-04
480          	1.255620e-02	3.387740e-04	1.615360e-04
480.952      	1.270670e-02	3.391710e-04	1.615300e-04
481.905      	1.285650e-02	3.395000e-04	1.616220e-04
482.857      	1.298620e-02	3.397650e-04	1.617000e-04
483.81       	1.307210e-02	3.399930e-04	1.618650e-04
484.762      	1.314220e-02	3.401760e-04	1.620020e-04
485.714      	1.326910e-02	3.403370e-04	1.621300e-04
486.667      	1.333200e-02	3.404910e-04	1.622570e-04
487.619      	1.340040e-02	3.406240e-04	1.624180e-04
488.571      	1.337410e-02	3.407630e-04	1.626470e-04
489.524      	1.332010e-02	3.408870e-04	1.628780e-04
490.476      	1.326980e-02	3.409930e-04	1.632340e-04
491.429      	1.319700e-02	3.411100e-04	1.638510e-04
492.381      	1.310700e-02	3.412740e-04	1.645200e-04
493.333      	1.301510e-02	3.415060e-04	1.651670e-04
494.286      	1.286500e-02	3.417340e-04	1.658630e-04
495.238      	1.269180e-02	3.419470e-04	1.665730e-04
496.19       	1.257310e-02	3.421810e-04	1.675360e-04
497.143      	1.237630e-02	3.425690e-04	1.696690e-04
498.095      	1.216160e-02	3.443080e-04	1.801320e-04
499.048      	1.198290e-02	3.422480e-04	1.683800e-04
500          	1.180120e-02	3.439720e-04	1.757270e-04
500.952      	1.158030e-02	3.436680e-04	1.755000e-04
501.905      	1.133700e-02	3.431880e-04	1.737100e-04
502.857      	1.109750e-02	3.427280e-04	1.710460e-04
503.81       	1.086260e-02	3.425140e-04	1.699220e-04
504.762      	1.068440e-02	3.423820e-04	1.692670e-04
505.714      	1.046740e-02	3.423260e-04	1.689120e-04
506.667      	1.042010e-02	3.422840e-04	1.688160e-04
507.619      	1.096160e-02	3.422640e-04	1.686870e-04
508.571      	1.125270e-02	3.422350e-04	1.687110e-04
509.524      	1.143280e-02	3.422070e-04	1.687830e-04
510.476      	1.157610e-02	3.421820e-04	1.688250e-04
511.429      	1.164510e-02	3.421640e-04	1.688690e-04
512.381      	1.178800e-02	3.421490e-04	1.688980e-04
513.333      	1.189140e-02	3.421150e-04	1.688450e-04
514.286      	1.195410e-02	3.420830e-04	1.687980e-04
515.238      	1.198800e-02	3.420320e-04	1.687210e-04
516.19       	1.205460e-02	3.419620e-04	1.686760e-04
517.143      	1.208520e-02	3.418970e-04	1.688510e-04
518.095      	1.210190e-02	3.417950e-04	1.686690e-04
519.048      	1.208190e-02	3.416330e-04	1.687410e-04
520          	1.204230e-02	3.414690e-04	1.687950e-04
520.952      	1.197000e-02	3.412880e-04	1.689710e-04
521.905      	1.190180e-02	3.410870e-04	1.690640e-04
522.857      	1.177110e-02	3.408730e-04	1.691010e-04
523.81       	1.162840e-02	3.406900e-04	1.693860e-04
524.762      	1.151020e-02	3.404930e-04	1.695660e-04
525.714      	1.135970e-02	3.402750e-04	1.697960e-04
526.667      	1.122370e-02	3.400390e-04	1.700550e-04
527.619      	1.105490e-02	3.397760e-04	1.703810e-04
528.571      	1.090060e-02	3.395240e-04	1.707640e-04
529.524      	1.070970e-02	3.391780e-04	1.708840e-04
530.476      	1.050430e-02	3.386870e-04	1.707420e-04
531.429      	1.029130e-02	3.381870e-04	1.706300e-04
532.381      	1.012280e-02	3.376690e-04	1.704740e-04
533.333      	9.923500e-03	3.372320e-04	1.705510e-04
534.286      	9.757600e-03	3.368600e-04	1.707260e-04
535.238      	9.561710e-03	3.364300e-04	1.708630e-04
536.19       	9.436560e-03	3.360300e-04	1.710680e-04
537.143      	9.958170e-03	3.356100e-04	1.711860e-04
538.095      	1.030210e-02	3.351560e-04	1.716240e-04
539.048      	1.049200e-02	3.346620e-04	1.717910e-04
540          	1.066670e-02	3.341730e-04	1.722940e-04
540.952      	1.082010e-02	3.337210e-04	1.728810e-04
541.905      	1.090420e-02	3.332690e-04	1.733870e-04
542.857      	1.099140e-02	3.328190e-04	1.740960e-04
543.81       	1.103890e-02	3.324280e-04	1.750820e-04
544.762      	1.108650e-02	3.319440e-04	1.755960e-04
545.714      	1.110950e-02	3.311430e-04	1.750290e-04
546.667      	1.110130e-02	3.299960e-04	1.731840e-04
547.619      	1.110630e-02	3.290790e-04	1.717160e-04
548.571      	1.104190e-02	3.281170e-04	1.706090e-04
549.524      	1.095470e-02	3.269800e-04	1.690000e-04
550.476      	1.092040e-02	3.266930e-04	1.699530e-04
551.429      	1.081740e-02	3.262580e-04	1.711480e-04
552.381      	1.069350e-02	3.256590e-04	1.720640e-04
553.333      	1.059010e-02	3.249210e-04	1.726600e-04
554.286      	1.044610e-02	3.240860e-04	1.730060e-04
555.238      	1.029520e-02	3.231780e-04	1.731020e-04
556.19       	1.016600e-02	3.222150e-04	1.729990e-04
557.143      	1.004680e-02	3.212210e-04	1.727490e-04
558.095      	9.892960e-03	3.202000e-04	1.723950e-04
559.048      	9.735960e-03	3.192100e-04	1.719880e-04
560          	9.556210e-03	3.181890e-04	1.715410e-04
560.952      	9.395250e-03	3.171610e-04	1.710500e-04
561.905      	9.219660e-03	3.161330e-04	1.705400e-04
562.857      	9.020820e-03	3.151170e-04	1.700330e-04
563.81       	8.890750e-03	3.141320e-04	1.695310e-04
564.762      	8.766110e-03	3.131550e-04	1.691100e-04
565.714      	8.683890e-03	3.121740e-04	1.686960e-04
566.667      	9.218940e-03	3.111810e-04	1.683150e-04
567.619      	9.564260e-03	3.101850e-04	1.679540e-04
568.571      	9.738540e-03	3.092000e-04	1.675190e-04
569.524      	9.884430e-03	3.082190e-04	1.671220e-04
570.476      	9.980480e-03	3.072580e-04	1.667610e-04
571.429      	1.004180e-02	3.063340e-04	1.664300e-04
572.381      	1.007060e-02	3.054350e-04	1.660780e-04
573.333      	1.016030e-02	3.045580e-04	1.656890e-04
574.286      	1.016510e-02	3.037030e-04	1.652220e-04
575.238      	1.018190e-02	3.028630e-04	1.650120e-04
576.19       	1.015590e-02	3.020210e-04	1.647910e-04
577.143      	1.010750e-02	3.012350e-04	1.647440e-04
578.095      	1.009440e-02	3.005060e-04	1.647590e-04
579.048      	1.001340e-02	2.997140e-04	1.639100e-04
580          	9.951660e-03	2.989900e-04	1.641560e-04
580.952      	9.868380e-03	2.982570e-04	1.640530e-04
581.905      	9.756010e-03	2.975400e-04	1.642070e-04
582.857      	9.649210e-03	2.968210e-04	1.638170e-04
583.81       	9.562270e-03	2.961550e-04	1.638730e-04
584.762      	9.423100e-03	2.955150e-04	1.639260e-04
585.714      	9.289260e-03	2.948950e-04	1.641200e-04
586.667      	9.181960e-03	2.943010e-04	1.643660e-04
587.619      	9.028370e-03	2.937470e-04	1.646940e-04
588.571      	8.886530e-03	2.932190e-04	1.649250e-04
589.524      	8.719940e-03	2.926380e-04	1.647780e-04
590.476      	8.574970e-03	2.918970e-04	1.643010e-04
591.429      	8.398510e-03	2.909400e-04	1.630680e-04
592.381      	8.235320e-03	2.900560e-04	1.618890e-04
593.333      	8.151550e-03	2.892600e-04	1.610650e-04
594.286      	8.043940e-03	2.884520e-04	1.603710e-04
595.238      	8.158170e-03	2.876850e-04	1.593650e-04
596.19       	8.640940e-03	2.873940e-04	1.604570e-04
597.143      	8.856280e-03	2.870280e-04	1.610490e-04
598.095      	9.002190e-03	2.866070e-04	1.620070e-04
599.048      	9.081570e-03	2.860390e-04	1.622220e-04
600          	9.137880e-03	2.854220e-04	1.627040e-04
600.952      	9.201620e-03	2.847850e-04	1.628380e-04
601.905      	9.248480e-03	2.840840e-04	1.627600e-04
602.857      	9.251580e-03	2.833760e-04	1.625660e-04
603.81       	9.268390e-03	2.826600e-04	1.621020e-04
604.762      	9.243790e-03	2.819220e-04	1.617390e-04
605.714      	9.262070e-03	2.812030e-04	1.615340e-04
606.667      	9.238210e-03	2.805590e-04	1.613360e-04
607.619      	9.177170e-03	2.799140e-04	1.611050e-04
608.571      	9.118390e-03	2.792760e-04	1.608590e-04
609.524      	9.028460e-03	2.786670e-04	1.605830e-04
610.476      	8.958970e-03	2.781080e-04	1.604290e-04
611.429      	8.890170e-03	2.775820e-04	1.602450e-04
612.381      	8.777500e-03	2.770770e-04	1.601080e-04
613.333      	8.674820e-03	2.765910e-04	1.600060e-04
614.286      	8.548740e-03	2.761290e-04	1.599260e-04
615.238      	8.417360e-03	2.756890e-04	1.598850e-04
616.19       	8.306400e-03	2.752680e-04	1.598920e-04
617.143      	8.190720e-03	2.748760e-04	1.598770e-04
618.095      	8.060120e-03	2.745120e-04	1.599780e-04
619.048      	7.908950e-03	2.741740e-04	1.601160e-04
620          	7.792090e-03	2.738670e-04	1.602960e-04
620.952      	7.647860e-03	2.736060e-04	1.605610e-04
621.905      	7.515530e-03	2.733880e-04	1.609460e-04
622.857      	7.407000e-03	2.732010e-04	1.613540e-04
623.81       	7.314090e-03	2.730470e-04	1.617850e-04
624.762      	7.596670e-03	2.728860e-04	1.620180e-04
625.714      	7.920390e-03	2.725970e-04	1.617110e-04
626.667      	8.100410e-03	2.720690e-04	1.609370e-04
627.619      	8.214770e-03	2.716770e-04	1.602610e-04
628.571      	8.273310e-03	2.713300e-04	1.597880e-04
629.524      	8.312670e-03	2.709070e-04	1.592260e-04
630.476      	8.347470e-03	2.709710e-04	1.593870e-04
631.429      	8.413440e-03	2.710980e-04	1.606680e-04
632.381      	8.423130e-03	2.711510e-04	1.612250e-04
633.333      	8.424450e-03	2.711320e-04	1.622350e-04
634.286      	8.413940e-03	2.710420e-04	1.626880e-04
635.238      	8.389070e-03	2.708890e-04	1.630470e-04
636.19       	8.364080e-03	2.707060e-04	1.633540e-04
637.143      	8.310130e-03	2.705070e-04	1.635790e-04
638.095      	8.251400e-03	2.703080e-04	1.637240e-04
639.048      	8.189850e-03	2.701000e-04	1.637340e-04
640          	8.114290e-03	2.699160e-04	1.639710e-04
640.952      	8.014830e-03	2.697360e-04	1.638270e-04
641.905      	7.924580e-03	2.695970e-04	1.639110e-04
642.857      	7.813610e-03	2.694920e-04	1.640580e-04
643.81       	7.726000e-03	2.694430e-04	1.642320e-04
644.762      	7.638230e-03	2.693980e-04	1.644050e-04
645.714      	7.535210e-03	2.693860e-04	1.647370e-04
646.667      	7.408610e-03	2.693960e-04	1.650810e-04
647.619      	7.301240e-03	2.697240e-04	1.656460e-04
648.571      	7.166510e-03	2.690260e-04	1.660800e-04
649.524      	7.039500e-03	2.682970e-04	1.664050e-04
650.476      	6.938290e-03	2.677910e-04	1.668910e-04
651.429      	6.821170e-03	2.673570e-04	1.673080e-04
652.381      	6.719730e-03	2.669180e-04	1.674490e-04
653.333      	6.628130e-03	2.662940e-04	1.666990e-04
654.286      	6.818700e-03	2.657300e-04	1.656610e-04
655.238      	7.203450e-03	2.654490e-04	1.654840e-04
656.19       	7.346910e-03	2.649710e-04	1.645060e-04
657.143      	7.449010e-03	2.652170e-04	1.650490e-04
658.095      	7.519710e-03	2.654510e-04	1.661390e-04
659.048      	7.552690e-03	2.656440e-04	1.670930e-04
660          	7.574260e-03	2.657740e-04	1.675110e-04
660.952      	7.583050e-03	2.658950e-04	1.679310e-04
661.905      	7.603610e-03	2.660060e-04	1.684290e-04
662.857      	7.606940e-03	2.661390e-04	1.688430e-04
663.81       	7.595610e-03	2.662370e-04	1.689640e-04
664.762      	7.572820e-03	2.663970e-04	1.695820e-04
665.714      	7.559100e-03	2.666010e-04	1.701270e-04
666.667      	7.507170e-03	2.667810e-04	1.701400e-04
667.619      	7.437180e-03	2.670030e-04	1.707500e-04
668.571      	7.368780e-03	2.672310e-04	1.711770e-04
669.524      	7.284180e-03	2.674810e-04	1.716680e-04
670.476      	7.251750e-03	2.677630e-04	1.723260e-04
671.429      	7.166600e-03	2.680750e-04	1.731260e-04
672.381      	7.083420e-03	2.684240e-04	1.740310e-04
673.333      	6.994330e-03	2.687700e-04	1.749110e-04
674.286      	6.890790e-03	2.687820e-04	1.748770e-04
675.238      	6.811300e-03	2.684670e-04	1.739040e-04
676.19       	6.701570e-03	2.684380e-04	1.734000e-04
677.143      	6.602920e-03	2.682520e-04	1.726360e-04
678.095      	6.509960e-03	2.685700e-04	1.736070e-04
679.048      	6.404900e-03	2.688530e-04	1.747780e-04
680          	6.292970e-03	2.689060e-04	1.756020e-04
680.952      	6.168620e-03	2.689100e-04	1.762280e-04
681.905      	6.119180e-03	2.688070e-04	1.766820e-04
682.857      	6.017230e-03	2.686550e-04	1.769650e-04
683.81       	6.026390e-03	2.684380e-04	1.771520e-04
684.762      	6.447240e-03	2.682050e-04	1.773850e-04
685.714      	6.622160e-03	2.679770e-04	1.775130e-04
686.667      	6.703540e-03	2.678040e-04	1.778770e-04
687.619      	6.746100e-03	2.677430e-04	1.787260e-04
688.571      	6.797580e-03	2.678890e-04	1.802420e-04
689.524      	6.822920e-03	2.679980e-04	1.814270e-04
690.476      	6.861180e-03	2.670350e-04	1.795670e-04
691.429      	6.860000e-03	2.662000e-04	1.775670e-04
692.381      	6.854870e-03	2.664250e-04	1.781110e-04
693.333      	6.840170e-03	2.663030e-04	1.789490e-04
694.286      	6.823300e-03	2.661980e-04	1.797910e-04
695.238      	6.788680e-03	2.661330e-04	1.808050e-04
696.19       	6.772840e-03	2.658740e-04	1.813530e-04
697.143      	6.714100e-03	2.645550e-04	1.798000e-04
698.095      	6.675280e-03	2.649390e-04	1.799320e-04
699.048      	6.592110e-03	2.646320e-04	1.807820e-04
700          	6.532460e-03	2.643430e-04	1.813860e-04
700.952      	6.474800e-03	2.638130e-04	1.817230e-04
701.905      	6.409550e-03	2.633050e-04	1.817400e-04
702.857      	6.331940e-03	2.628070e-04	1.815340e-04
703.81       	6.238230e-03	2.623130e-04	1.812410e-04
704.762      	6.164790e-03	2.618580e-04	1.809770e-04
705.714      	6.091470e-03	2.613820e-04	1.804790e-04
706.667      	6.017400e-03	2.609520e-04	1.800770e-04
707.619      	5.918460e-03	2.605570e-04	1.798390e-04
708.571      	5.813040e-03	2.601840e-04	1.797290e-04
709.524      	5.737030e-03	2.598370e-04	1.796400e-04
710.476      	5.629320e-03	2.594710e-04	1.795740e-04
711.429      	5.543770e-03	2.590580e-04	1.794830e-04
712.381      	5.482780e-03	2.586580e-04	1.794120e-04
713.333      	5.418570e-03	2.582980e-04	1.793860e-04
714.286      	5.548380e-03	2.580580e-04	1.794630e-04
715.238      	5.895480e-03	2.577970e-04	1.795760e-04
716.19       	6.001770e-03	2.575200e-04	1.796540e-04
717.143      	6.052530e-03	2.572320e-04	1.797020e-04
718.095      	6.083540e-03	2.569340e-04	1.797570e-04
719.048      	6.095650e-03	2.566470e-04	1.797980e-04
720          	6.130970e-03	2.563530e-04	1.798870e-04
720.952      	6.128480e-03	2.560510e-04	1.799450e-04
721.905      	6.136570e-03	2.557500e-04	1.800030e-04
722.857      	6.144390e-03	2.554310e-04	1.800630e-04
723.81       	6.130850e-03	2.551000e-04	1.800670e-04
724.762      	6.120220e-03	2.547600e-04	1.800580e-04
725.714      	6.092240e-03	2.544060e-04	1.800330e-04
726.667      	6.025770e-03	2.540440e-04	1.800160e-04
727.619      	6.007170e-03	2.536680e-04	1.800200e-04
728.571      	5.944020e-03	2.532930e-04	1.800460e-04
729.524      	5.911250e-03	2.528860e-04	1.799910e-04
730.476      	5.837650e-03	2.524660e-04	1.799360e-04
731.429      	5.804120e-03	2.520130e-04	1.799050e-04
732.381      	5.730240e-03	2.515190e-04	1.798860e-04
733.333      	5.665870e-03	2.509900e-04	1.798580e-04
734.286      	5.576860e-03	2.504360e-04	1.798110e-04
735.238      	5.525140e-03	2.498710e-04	1.797270e-04
736.19       	5.463120e-03	2.492910e-04	1.796380e-04
737.143      	5.377860e-03	2.486940e-04	1.795540e-04
738.095      	5.300940e-03	2.481010e-04	1.794280e-04
739.048      	5.210100e-03	2.475020e-04	1.792710e-04
740          	5.122310e-03	2.469120e-04	1.790720e-04
740.952      	5.070970e-03	2.463300e-04	1.788790e-04
741.905      	5.014290e-03	2.457280e-04	1.786600e-04
742.857      	4.950500e-03	2.451330e-04	1.784210e-04
743.81       	4.900650e-03	2.445210e-04	1.781650e-04
744.762      	5.119080e-03	2.439400e-04	1.780640e-04
745.714      	5.357580e-03	2.433270e-04	1.778010e-04
746.667      	5.421790e-03	2.427200e-04	1.777670e-04
747.619      	5.473260e-03	2.421340e-04	1.776800e-04
748.571      	5.487540e-03	2.415840e-04	1.775800e-04
749.524      	5.500390e-03	2.410590e-04	1.774440e-04
750.476      	5.528010e-03	2.405530e-04	1.773030e-04
751.429      	5.525730e-03	2.400550e-04	1.771700e-04
752.381      	5.500860e-03	2.395790e-04	1.770820e-04
753.333      	5.475320e-03	2.391170e-04	1.769390e-04
754.286      	5.493210e-03	2.386600e-04	1.767620e-04
755.238      	5.471250e-03	2.382170e-04	1.766940e-04
756.19       	5.420780e-03	2.377770e-04	1.767710e-04
757.143      	5.400690e-03	2.373260e-04	1.765850e-04
758.095      	5.350030e-03	2.368760e-04	1.766160e-04
759.048      	5.322640e-03	2.364230e-04	1.764860e-04
760          	5.273660e-03	2.359760e-04	1.764460e-04
760.952      	5.234510e-03	2.355270e-04	1.764320e-04
761.905      	5.169740e-03	2.350730e-04	1.763600e-04
762.857      	5.135670e-03	2.346120e-04	1.762960e-04
763.81       	5.054610e-03	2.341490e-04	1.762450e-04
764.762      	5.011840e-03	2.336810e-04	1.761970e-04
765.714      	4.932430e-03	2.331820e-04	1.761380e-04
766.667      	4.885780e-03	2.326690e-04	1.760610e-04
767.619      	4.817010e-03	2.321970e-04	1.759290e-04
768.571      	4.745280e-03	2.317570e-04	1.759630e-04
769.524      	4.689110e-03	2.313470e-04	1.760170e-04
770.476      	4.614760e-03	2.309720e-04	1.761270e-04
771.429      	4.539200e-03	2.306270e-04	1.762800e-04
772.381      	4.489610e-03	2.303310e-04	1.765260e-04
773.333      	4.428090e-03	2.300770e-04	1.767560e-04
774.286      	4.356050e-03	2.298100e-04	1.768060e-04
775.238      	4.656990e-03	2.294650e-04	1.766240e-04
776.19       	4.825940e-03	2.290500e-04	1.764980e-04
777.143      	4.871090e-03	2.285960e-04	1.762350e-04
778.095      	4.903270e-03	2.280890e-04	1.759450e-04
779.048      	4.908320e-03	2.275370e-04	1.757870e-04
780          	4.915330e-03	2.269560e-04	1.756030e-04
780.952      	4.916210e-03	2.263680e-04	1.754200e-04
781.905      	4.925610e-03	2.257730e-04	1.752390e-04
782.857      	4.913830e-03	2.251890e-04	1.750690e-04
783.81       	4.900250e-03	2.246120e-04	1.749010e-04
784.762      	4.899630e-03	2.240570e-04	1.747450e-04
785.714      	4.864420e-03	2.235230e-04	1.746060e-04
786.667      	4.847770e-03	2.230110e-04	1.744790e-04
787.619      	4.816760e-03	2.225170e-04	1.743680e-04
788.571      	4.782550e-03	2.220410e-04	1.742650e-04
789.524      	4.757690e-03	2.215480e-04	1.741550e-04
790.476      	4.706260e-03	2.210290e-04	1.740160e-04
791.429      	4.668770e-03	2.204940e-04	1.738420e-04
792.381      	4.612140e-03	2.199340e-04	1.736400e-04
793.333      	4.578990e-03	2.193380e-04	1.733970e-04
794.286      	4.520280e-03	2.187070e-04	1.731240e-04
795.238      	4.481580e-03	2.180560e-04	1.728260e-04
796.19       	4.416940e-03	2.173810e-04	1.725000e-04
797.143      	4.356230e-03	2.166850e-04	1.721530e-04
798.095      	4.321210e-03	2.159650e-04	1.717930e-04
799.048      	4.252330e-03	2.152250e-04	1.714180e-04
800          	4.199020e-03	2.144720e-04	1.710420e-04
800.952      	4.123570e-03	2.137130e-04	1.706580e-04
801.905      	4.067380e-03	2.129490e-04	1.702820e-04
802.857      	4.023010e-03	2.122110e-04	1.699270e-04
